# base64 English<TAB>base64 Japanese
SGFsZiBhIG1ldHJlIGZyb20gdGhpcyB0aGluZywgaGFsZiBmaW5pc2hlZCwgYXNraW5nIG1lIHRvIHNpdCBmb3IgaGlt	44GT44Gu44KC44Gu44GL44KJ5Y2K5YiG44Gu44Oh44O844OI44Or44KS57WC44KP44KJ44Gb44CB5b2844Gr5bqn44KL44KI44GG44Gr44GK6aGY44GE
V2hvIERPRVMgdGhhdA==	6Kqw44GM44Gd44KM44KS44GZ44KL44Gu44GL
SGUgdG9vayB0aGF0IG9uZS4gSGUgc2FpZCAidGhpcyBpcyB0aGUgcGFydCBJIHdhbnRlZC4i	44Gd44KM44KS5Y+W44Gj44Gf44CCIOOAjOOBk+OCjOOBr+engeOBjOacm+OCgOmDqOWIhuOBp+OBmeOAjeOBqOW9vOOBr+iogOOBhOOBvuOBl+OBn+OAgg==
TWUgbG9va2luZyBhdCBpdA==	44GK5ZWP44GE5ZCI44KP44Gb
SGUgc2FpZCB0aGUgcGFpbnRpbmcgd2FzIG5ldmVyIHRoZSBwb2ludA==	5b2844Gv57W155S744GM5rG644GX44Gm44Od44Kk44Oz44OI44Gg44Gj44Gf44Go6L+w44G544Gf
VGhlIHBvaW50IHdhcyB3aGF0IG15IGZhY2UgZG9lcyB3aGVuIEkgc2VlIG15c2VsZiB0aGUgd2F5IGhlIHNlZXMgbWU=	6Ieq5YiG44Gu6aGU44GM6Ieq5YiG44KS6KaL44Gm44GE44KL44Go44GN44CB6Ieq5YiG44Gu6aGU44GM5L2V44KS44GX44Gm44GE44KL44GL
QW5kIGl0cyBub3QgZXZlbiBhIHBhaW50aW5nIG9mIG1l	44KP44Gf44GX44Gu57W155S744Gn44Gv44Gq44GP
SXRzIGEgcGFpbnRpbmcgb2YgYSByb29tIGxvb2tpbmcgYXQgbWU=	56eB44KS6KaL44Gm44GE44KL6YOo5bGL44Gu57W155S7
RXZlcnlvbmUgaW4gdGhhdCBjbGFzcyBkcmV3IGEgYm9keS4gSGUgcGFpbnRlZCB0aGUgbG9va2luZy4=	44G/44KT44Gq44GM5L2T44KS5oqc44GE44Gf44CCIOe1teOCkuaPj+OBj+OAgg==
SSd2ZSBoYWQgYSBsb3Qgb2YgcGljdHVyZXMgdGFrZW4gb2YgbWUgbGF0ZWx5IGFuZCB0aGV5IGFsbCBmZWx0IGxpa2UgZXZpZGVuY2Ugb2Ygc29tZXRoaW5n	5pyA6L+R5pKu44Gj44Gf5YaZ55yf44GM44Gf44GP44GV44KT44GC44KK44G+44GX44Gf44GM44CB5L2V44GL44Gu6Ki85oug44Gu44KI44GG44Gr5oSf44GY44G+44GX44Gf
VGhpcyBmZWVscyBsaWtlIHNvbWVvbmUgbG9va2VkIGF0IG1lIGZvciB0aHJlZSBkYXlzIGFuZCBkZWNpZGVkIEkgd2FzIHdvcnRoIHRoZSB0aW1l	M+aXpemWk+imi+OBi+OBkeOBn+S6uuOBruOCiOOBhuOBquaEn+OBmOOBp+OAgeaZgumWk+OBruS+oeWApOOBjOOBguOBo+OBnw==
SSBrbm93IGJhYnkuIEknbSBub3Qgc2F5aW5nIGl0IHJpZ2h0Lg==	6LWk44Gh44KD44KT44KS55+l44Gj44Gm44GE44G+44GZ44CCIOato+OBl+OBhOOBqOiogOOCj+OBquOBhOOAgg==
SGUgbWFkZSBhIHBsYXRlIGZvciBpdCBiYWJl	5b28IOS9nCDjg5fjg6zjg7zjg4gg44Gu44Gf44KB44GrIOOBneOCjCDjg5njgqTjg5Y=
SGUgd2FudHMgbWUgdG8gYXNrIHlvdSBzb21ldGhpbmc=	5L2V44GL44KS44GK6aGY44GE44GX44Gf44GE
V2hldGhlciB5b3UncmUgb2theSB3aXRoIHlvdXIgd2lmZSdzIGJvZHkgaGFuZ2luZyBvbiBhIHdhbGwgZm9yIHN0cmFuZ2Vycw==	6KaL55+l44KJ44Gs5Lq644Gu44Gf44KB44Gu5aOB44Gr5o6b44GR44KL44GC44Gq44Gf44Gu5aa744Gu5L2T44Gn5aSn5LiI5aSr44GL44Gp44GG44GL
QW5kIGhlIHdhbnRzIHlvdSB0byBhbnN3ZXIgaGltIHlvdXJzZWxmLiBOb3QgdGhyb3VnaCBtZS4=	6Ieq5YiG44Gr562U44GI44Gf44GE44CCIOOCj+OBn+OBl+OCkumAmuOBleOBquOBhOOAgg==
SGUgc2FpZCB5b3UnZCBzYXkgdGhhdA==	5b2844Gv44GC44Gq44Gf44GM6KiA44GG44Go6KiA44Gj44Gf
SGUgc2FpZCAidGVsbCBoaW0gSSdtIG5vdCBhc2tpbmcsIEknbSBnaXZpbmcgaGltIGEgY2hhbmNlIHRvIHNheSBpdCBvdXQgbG91ZCI=	5b2844Gv6KiA44Gj44Gf44CC44CM5b2844GM5bCL44Gt44Gm44GE44Gq44GE44KI44GG44Gr44CB56eB44Gv5b2844KS5aSn5aOw44Gn6KiA44GG44OB44Oj44Oz44K544KS5LiO44GI44Gm44GE44KL44CN
VGhhdCdzIGl0Pw==	44Gd44KM44Gv44Gq44KT44Gn44GZ44GLPw==
U2F5IHRoZSByZXN0	5LyR5oGv44KS6KiA44GG
VGhlcmUgaGUgaXM=	44Gd44GT44Gr44Gv
SGVyIG5hbWUuIE15IHdhbGwuIE15IGhhbmR3cml0aW5nIG9uIHRoZSBjYXJkIHRvby4=	44GK5ZCN5YmNLiDnp4Hjga7lo4HjgIIg44Kr44O844OJ44Gr5omL5pu444GN44KC44CC
WW91IHNob3VsZCBiZSBwcm91ZCBvZiBoZXIgdG9uaWdodC4gSSBtZWFuIHRoYXQu	5b655aSc44KS6KqH44KK44Gr5oCd44GE44G+44GZ44CCIOOBpOOBvuOCiuOAgQ==
U2hlIGNyaWVkIGEgYml0LiBEb24ndCB0ZWxsIGhlciBJIHRvbGQgeW91Lg==	5b285aWz44Gv5bCR44GX5rOj44GE44Gf44CCIOengeOBr+OBguOBquOBn+OBq+iogOOBo+OBn+W9vOWls+OBq+iogOOCj+OBquOBhOOBp+OBj+OBoOOBleOBhOOAgg==
SSd2ZSBwYWludGVkIGEgbG90IG9mIHBlb3BsZS4gTW9zdCBvZiB0aGVtIGxvb2sgYXQgdGhlIHBhaW50aW5nLg==	44Gf44GP44GV44KT44Gu5Lq644Gr5aGX44KK44G+44GX44Gf44CCIOOBu+OBqOOCk+OBqeOBruS6uuOBr+e1teeUu+OCkuimi+OCi+OAgg==
U2hlIGxvb2tlZCBhdCBpdCBsaWtlIGl0IHdhcyBhIGxldHRlciBzb21lb25lIHdyb3RlIGhlcg==	6Kqw44GL44GM5b285aWz44KS5pu444GE44Gf5omL57SZ44Gg44Gj44Gf44KI44GG44Gr6KaL44GI44KL
VGhlbiB3ZSdyZSBib3RoIHJpZ2h0	44Gd44KM44GL44KJ56eB6YGU44Gv5Lih5pa55q2j44GX44GE44Gn44GZ
U2Vjb25kIHNlc3Npb24uIFRoZSBvbmUgd2hlcmUgdGhlIHJvYmUgY2FtZSBvZmYu	56ysMuOCu+ODg+OCt+ODp+ODsyDjg63jg5zjgYzpmY3jgorjgZ/jgajjgZPjgo3jgII=
U2Vjb25kIHNlc3Npb24uIFRoZSBvbmUgd2hlcmUgc2hlIGNhbWUgYmFjayBpbiB3aXRob3V0IGl0Lg==	56ysMuOCu+ODg+OCt+ODp+ODsyDluLDjgaPjgabjgY3jgZ/jga7jga/jgIHjgZ3jgozjgarjgZfjgafjgII=
SSB0aG91Z2h0IGFib3V0IGNhbGxpbmcgaXQgc29tZXRoaW5nIGVsc2UuIFRoYXQncyB3aGF0IGl0IHdhcy4=	5L2V44GL44KS5ZG844G244Go5oCd44GE44G+44GX44Gf44CCIOOBquOCk+OBoOOBi+OAgg==
SSBkb24ndCBkcmVzcyB1cCB0aXRsZXMu	44K/44Kk44OI44Or44KS44OJ44Os44K544Ki44OD44OX44GX44G+44Gb44KT44CC
QSBsaXR0bGUgbGF0ZXIuLi4=	5bCR44GX5b6M44GrLi4u
VGhleSdyZSBoZXJlLiBBbGwgZml2ZSBvZiB0aGVtLg==	44GK5ZWP44GE5ZCI44KP44GbIOWFqOmDqOOBpzXjgaTjgII=
R2VyYXJkIGhhcyBzYWlkIHRoZSB3b3JkICJicmF2ZSIgZm91ciB0aW1lcw==	44Ks44O844OJ44Gv44CM5YuH5pWi44CN44Go44GE44GG6KiA6JGJ44KSNOWbnuiqnuOBo+OBpuOBhOOBvuOBmQ==
VGhleSBrZWVwIGxvb2tpbmcgZnJvbSB0aGUgcGFpbnRpbmcgdG8gbWUgYW5kIGJhY2s=	57W155S744GL44KJ56eB44Go6IOM5Lit44G+44Gn6KaL5a6I44KL
SXRzIHRoZSBzdHJhbmdlc3QgdGhpbmcgdGhhdHMgZXZlciBoYXBwZW5lZCB0byBtZQ==	44Gd44Gu5LiN5oCd6K2w44Gq44GT44Go44Gv44CB5LuK44G+44Gn56eB44Gr6LW344GT44Gj44Gf44GT44Go
VGhleSB3ZXJlIFRIRVJFLiBUaGV5IGRyZXcgaXQu	5b2844KJ44KCVEhFUkXjgaDjgaPjgZ/jgIIg5b2844KJ44Gv44Gd44KM44KS5pu444GN44G+44GX44Gf44CC
QW5kIG5vdyB0aGV5J3JlIGxvb2tpbmcgYXQgaGlzIHZlcnNpb24gb2YgdGhlbSBsb29raW5nIGF0IGl0	44Gd44GX44Gm5LuK44CB5b2844KJ44Gv44Gd44KM44KS6KaL44Gm44GE44KL5b2844KJ44Gu44OQ44O844K444On44Oz44KS6KaL44Gm44GE44G+44GZ
TWFyZ3Vlcml0ZSB0b29rIG15IGhhbmQgYW5kIHNhaWQgInlvdSB3ZXJlIHZlcnkgYnJhdmUgdGhhdCBkYXkgYW5kIGhlIGhhcyBiZWVuIHZlcnkga2luZCB0byB5b3Ui	44Oe44O844Kw44Op44Kk44OI44Gv56eB44Gu5omL44KS5Y+W44KK44CBICLjgYLjgarjgZ/jga/jgZ3jga7ml6Xjgajlvbzjga/jgYLjgarjgZ/jgavpnZ7luLjjgavopqrliIfjgaDjgaPjgZ8i44Go6L+w44G544G+44GX44Gf
QW5kIHRoZW4gSSBoYWQgdG8gZ28gc3RhbmQgYnkgdGhlIHdpbmRvdyBmb3IgYSBtaW51dGU=	44Gd44GX44Gm44CB56eB44GvMeWIhumWk+eqk+OBi+OCieOCueOCv+ODs+ODieOBq+ihjOOBj+W/heimgeOBjOOBguOCiuOBvuOBl+OBnw==
QWJvdXQgYm90aC4gWWVhaC4=	5Lih5pa544Gr44Gk44GE44GmIOOBiuWVj+OBhOWQiOOCj+OBmw==
TWFyZ3Vlcml0ZSB0b29rIG15IGhhbmQgYW5kIHNhaWQgInlvdSB3ZXJlIG5lcnZvdXMgdGhhdCBkYXkuIEl0cyBub3QgaW4gdGhlIHBhaW50aW5nLiI=	44Oe44O844Kw44Op44Kk44OI44Gv56eB44Gu5omL44KS5Y+W44KK44CB44CM44Gd44Gu5pel44Gv57eK5by144GX44Gm44GE44Gf44CN44Go6KiA44GE44G+44GX44Gf44CCIOe1teeUu+OBp+OBr+OBquOBj+OAgQ==
VGhhdCBJIHdhcyBuZXJ2b3VzPyBHb2QgeWVzLg==	57eK5by144GX44G+44GX44Gf44GLPyDnpZ7jga/jgYTjgII=
VGhhdCBpdHMgbm90IGluIHRoZSBwYWludGluZz8gSSBkb250IGtub3cgaG93IGhlIGRpZCB0aGF0Lg==	57W155S744Gn44Gv44Gq44GE44Gn44GX44KH44GG44GLPyDlvbzjgYzkvZXjgpLjgZfjgZ/jgYvjgo/jgYvjgonjgarjgYTjgII=
QmFiZSB0aGVyZSdzIGEgdGhpbmcgdGhvdWdo	44OZ44Kk44OWIOOBneOBk+OBqyDjgYLjgosgYSDkuosg44GX44GL44GX
U2VtIGhhc24ndCBzYWlkIGEgd29yZA==	44K744Og44Gv6Kqe44KJ44Gq44GE
SGUgY2FtZSBpbiwgbG9va2VkIGF0IGl0IGZvciB0ZW4gc2Vjb25kcywgYW5kIHRoZW4gc3RvcHBlZCBsb29raW5nIGF0IGl0	MTDnp5LjgafopovjgaTjgoHjgIHopovkuIvjgo3jgZfjgIHopovkuIvjgo3jgZk=
TWU=	44Oh44OL44Ol44O8
SGUncyBiZWVuIGxvb2tpbmcgYXQgbWUgdGhlIGVudGlyZSB0aW1l	5b2844GM56eB44Gu5pmC6ZaT5YWo5L2T44KS6KaL44Gm44GE44KL
QSBmZXcgbWludXRlcyBsYXRlci4uLg==	44GC44Go5pWw5YiG44CC
T2theSBoZSBmaW5hbGx5IHNhaWQgc29tZXRoaW5nLiBUbyBMZW8sIG91dCBsb3VkLCBpbiBmcm9udCBvZiBldmVyeW9uZS4=	44Gk44GE44Gr5L2V44GL44Go6KiA44Gj44Gf44KT44Gn44GZ44CCIOODrOOCquOAgeWkp+WjsOOAgeOBv+OCk+OBquOBruWJjeOBp+OAgg==
SGUgc2FpZCAieW91IHdlcmUgYmVoaW5kIHVzIHRoZSB3aG9sZSB0aW1lIg==	5b2844Gv6KiA44Gj44Gf44CC44CM44GC44Gq44Gf44Gv56eB44Gf44Gh44KS44Ga44Gj44Go5b6M44KN44Gr44GE44Gf44CN
TWVhbmluZyB3ZSB3ZXJlIGFsbCBkcmF3aW5nIGhlciBhbmQgeW91IHdlcmUgd2F0Y2hpbmcgdXMgZG8gaXQ=	44KP44Gf44GX44Gf44Gh44GM5b285aWz44KS5o+P44GE44Gm44GE44Gf44GT44Go44KS5oSP5ZGz44GX44CB56eB44Gf44Gh44KS6KaL44Gm44GE44Gf44KT44Gn44GZ
RXZlcnlvbmUgd2VudCBxdWlldA==	6Kqw44KC44GM6Z2Z44GL44Gr6KGM44Gj44Gm44GN44G+44GX44Gf
QW5kIExlbyBsYXVnaGVkIGFuZCBzYWlkICJ0b29rIHlvdSB0aHJlZSBkYXlzIGxlc3MgdGhhbiBpdCB0b29rIG1lIg==	44Gd44GX44Gm44CB44Os44Kq44Gv56yR44GE44CB44CMM+aXpeS7peWGheOBq+mAo+OCjOOBpuihjOOBj+OAjeOBqOiogOOBhOOBvuOBl+OBn+OAgg==
Rm91ciBwZW9wbGUgd2hvIGhhdmUgYmVlbiBkcmF3aW5nIHRoaXJ0eSB5ZWFycw==	MzDlubTjgpLmj4/jgYTjgZ805Lq6
QW5kIHRoZSBvbmUgd2hvIGdvdCBpdCBoYXMgYmVlbiBjb21pbmcgZm9yIHRocmVlIGRheXM=	44Gd44GX44GmM+aXpemWk+OBp+OChOOBo+OBpuadpeOBn+S6ug==
UGVvcGxlIHN0YXJ0IGFycml2aW5nIGluIGFuIGhvdXI=	5Lq644GMMeaZgumWk+OBp+WIsOedgOOBmeOCiw==
QW5kIEkgaGF2ZSB0byB0ZWxsIHlvdSBzb21lIHRoaW5ncyBhYm91dCBoaW0gYmVmb3JlIHlvdSBoZWFyIHRoZW0gZnJvbSBhbnlvbmUgZWxzZQ==	5LuW44Gu5Lq644GL44KJ44Gd44KM44KJ44KS6IGe44GP5YmN44Gr44CB56eB44Gv5b2844Gr44GE44GP44Gk44GL44Gu44GT44Go44KS44GC44Gq44Gf44Gr6KiA44GG5b+F6KaB44GM44GC44KK44G+44GZ
SGlzIG5hbWUgaXMgU2Vt	5ZCN5YmN44Gv44K744Og
SGUncyBiZWVuIGJhY2sgb25jZSBzaW5jZSB0aGUgY2xhc3MuIExlbyByYW4gYSBzZXNzaW9uIHR3byBkYXlzIGFnby4=	5o6I5qWt5Lul5p2l44CB5YaN44Gz5oi744Gj44Gm44GN44G+44GX44Gf44CCIExlbyDjga8gMiDml6XliY3jgavjgrvjg4Pjgrfjg6fjg7PjgpLlrp/ooYzjgZfjgb7jgZfjgZ/jgII=
U2FtZSBzZWF0LiBGcm9udCByb3cu	5ZCM44GY5bqn5bit44CCIOODleODreODs+ODiOODqeOCpOODs+OAgg==
TGVvIHNheXMgaGUgYXNrZWQgd2hlbiB0aGUgbmV4dCBvbmUgd2FzIGJlZm9yZSBoZSdkIGV2ZW4gcGFja2VkIHVw	44Os44Kq44Gv44CB5qyh44CF44Gu5Lq644GM44OR44OD44Kv44Ki44OD44OX44GX44Gf5YmN44Gr44GE44Gf44Go44GN44CB5b2844Gv5bCL44Gt44Gf44Go6KiA44GG
QW5kIEkgaGF2ZSB0byB0ZWxsIHlvdSBzb21ldGhpbmcgZWxzZQ==	44Gd44GX44Gm44CB56eB44Gv5LuW44Gu5L2V44GL44KS6KiA44GG5b+F6KaB44GM44GC44KK44G+44GZ
SSBzdGlsbCBoYXZlIGhpcyBudW1iZXIuIFRoZSBhY3R1YWwgYml0IG9mIHBhcGVyLg==	56eB44Gv44G+44Gg5b2844Gu55Wq5Y+344KS5oyB44Gj44Gm44GE44G+44GZ44CCIOe0meOBruWun+mam+OBruODk+ODg+ODiOOAgg==
SSBoYXZlIG5ldmVyIHVzZWQgaXQuIE5vdCBvbmUgbWVzc2FnZS4gSGUncyBuZXZlciBoZWFyZCBmcm9tIG1lLg==	5rG644GX44Gm5L2/55So44GX44Gm44GE44G+44Gb44KT44CCIOOCs+ODoeODs+ODiOOBr+OBguOCiuOBvuOBm+OCk+OAgiDjgo/jgZ/jgZfjgYvjgonogZ7jgYTjgZ/jgZPjgajjga/jgarjgYTjgII=
Tm90IG9uY2UgYmFiZQ==	44GL44Gk44Gm44Gq44GE6LWk44KT5Z2K
SXRzIGluIHRoZSBzaWRlIHBvY2tldCBvZiBteSBiYWcgYW5kIEkga25vdyBleGFjdGx5IHdoZXJlIGl0IGlz	44OQ44OD44Kw44Gu44K144Kk44OJ44Od44Kx44OD44OI44Gr44CB44Gp44GT44Gr44GC44KL44GL5q2j56K644Gr5YiG44GL44KK44G+44GZ44CC
SSBoYXZlIHRha2VuIGl0IG91dCBhbmQgcHV0IGl0IGJhY2sgbW9yZSB0aW1lcyB0aGFuIEkgd2FudCB0byB0ZWxsIHlvdQ==	56eB44Gv44Gd44KM44KS5Y+W44Gj44Gf44GX44CB56eB44Gv44GC44Gq44Gf44Gr5Lyd44GI44Gf44GE44KI44KK44KC5L2V5bqm44KC44Gd44KM44KS572u44GN44G+44GX44Gf
Tm90aGluZyBoYXBwZW5lZCBhbmQgSSBzdGlsbCBmZWVsIGxpa2UgSSBkaWQgc29tZXRoaW5n	5L2V44KC6LW344GT44KJ44Ga44CB56eB44Gv44G+44Gg5L2V44GL44KS44GX44Gf44KI44GG44Gr5oSf44GY44G+44GZ
QmVjYXVzZSBJIHdhbnRlZCB0bw==	5qyy44GX44GL44Gj44Gf44GL44KJ
VGhyZWUgZGF5cyBvZiBkZWNpZGluZyBub3QgdG8sIGV2ZXJ5IGRheSwgb24gcHVycG9zZQ==	55uu55qE44Gr5b+c44GY44Gm44CB5q+O5pel44Gn44Gv44Gq44GPM+aXpemWk+OAgQ==
VGhhdHMgbm90IHRoZSBzYW1lIGFzIG5vdCB3YW50aW5nIHRv	5pyb44G+44GX44GP44Gq44GE44Gu44Go5ZCM44GY44Gn44Gv44GC44KK44G+44Gb44KT
VGhhdHMgdGhlIHBhcnQgSSBzaG91bGQgaGF2ZSB0b2xkIHlvdQ==	56eB44Gv44GC44Gq44Gf44Gr6KiA44Gj44Gf44G544GN44Gd44Gu6YOo5YiG
QXJlIHlvdSBhbmdyeQ==	44GC44Gq44Gf44Gv5oCS44Gj44Gm44GE44KL
T2theQ==	44GK5ZWP44GE5ZCI44KP44Gb
SSd2ZSBiZWVuIHNpY2sgYWJvdXQgaXQgc2luY2UgeWVzdGVyZGF5	5pio5pel44GL44KJ55eF5rCX44Gr44Gq44Gj44Gf
VGhhdHMgY29tcGxldGVseSBmYWly	44Gd44KM44Gv5a6M5YWo44Gr5YWs5q2j44Gn44GZ
SSB3b24ndCBkbyB0aGF0IHBhcnQgYWdhaW4=	56eB44Gv5YaN44Gz44Gd44Gu6YOo5YiG44KS44GX44Gq44GE
V2UncmUgb2theT8=	44GK5ZWP44GE5ZCI44KP44Gb
QW5kIGhlJ3MgYmVlbiBhc2tpbmcgYWJvdXQgbWU=	44Gd44GX44Gm44CB5b2844Gv56eB44Gr5bCL44Gt44Gm44GE44G+44GZ
TGVvIHNheXMgYm90aCB0aW1lcy4gVGhlIGNsYXNzLCBhbmQgdGhlIHNlc3Npb24gdHdvIGRheXMgYWdvLg==	44Os44Kq44Gv5Lih5pa544Go44KC6KiA44GG44CCIOOCr+ODqeOCueOBqOOCu+ODg+OCt+ODp+ODszLml6XliY3jgII=
Tm90IGluIGEgY3JlZXB5IHdheS4gSGUganVzdCBhc2tzLCBhbmQgdGhlbiBjaGFuZ2VzIHRoZSBzdWJqZWN0Lg==	5LiN5b+r44Gq5pa55rOV44Gn44Gv44GC44KK44G+44Gb44KT44CCIOW9vOOBr+OBn+OBoOWwi+OBreOAgeOBneOCjOOBi+OCieS4u+mhjOOCkuWkieOBiOOBvuOBmeOAgg==
SSB0aHJldyBoaXMgbnVtYmVyIGF3YXkgYW5kIGhlIGNhbWUgYmFjayBhbnl3YXk=	56eB44Gv5b2844Gu55Wq5Y+344KS6Zui44KM44Gm5oqV44GS44CB5b2844Gv44Go44Gr44GL44GP5oi744Gj44Gm5p2l44Gf
Li4uQSBiaXQ=	Li4uQeODk+ODg+ODiA==
SXMgdGhhdCBhbGxvd2Vk	6Kix5Y+v44GV44KM44Gm44GE44KL
VGhlbiBhIGJpdA==	44Gd44KM44GL44KJ44OT44OD44OI
SSBkaWQuIEkgdGhpbmsgSSBkaWQu	44GX44G+44GX44Gf44CCIOOChOOBo+OBpuOBv+OBn+OAgg==
SSBqdXN0IGRpZG4ndCBleHBlY3QgdG8gYmUgaW4gYSByb29tIHdpdGggaGltIHRvbmlnaHQ=	56eB44Gv44Gh44KH44GG44Gp5aSc44Gr5b2844Go6YOo5bGL44Gr5pyf5b6F44GX44Gq44GL44Gj44Gf
TGVvIHBpbm5lZCB0aGF0IHVwIG5leHQgdG8gdGhlIHBhaW50aW5n	44Os44Kq44Gv57W155S744Gu5qiq44Gr44Gd44KM44KS44OU44Oz55WZ44KB
T24gaGlzIEZJUlNUIEVWRVIgY2xhc3MgYmFiZQ==	5b2844GuIEZJUlNUIEVWRVIg44Kv44Op44K5IOODmeOCpOODlg==
RXZlcnlvbmUgZWxzZSBkcmV3IGEgc2hhcGUgd2l0aCBhIGhlYWQgb24gaXQuIEhlIGRyZXcgbXkgZmFjZS4=	6Kqw44KC44GM6aCt44Gr6aCt44KS44Gk44GR44Gm5b2i44KS5o+P44GN44G+44GX44Gf44CCIOmhlOOCkuaPj+OBjeOBvuOBl+OBn+OAgg==
T2theSBzbyBJIHRhbGtlZCB0byBoaW0gcHJvcGVybHk=	44Gd44KM44Gn44Gv44CB56eB44Gv5q2j44GX44GP5b2844Gr6Kmx44GX44G+44GX44Gf
SGUgaXMgbm90IHdoYXQgSSBleHBlY3RlZA==	5pyf5b6F44GX44Gf44GT44Go44Gv44Gq44GE
Tm90IGV2ZW4gc2xpZ2h0bHk=	5bCR44GX44Gn44KC
SSBicm91Z2h0IHVwIHRoZSBkcmF3aW5nLCBnYXZlIGhpbSB0aGUgd2hvbGUgInlvdSBkb250IGhhdmUgdG8gYmUgZW1iYXJyYXNzZWQiIHRoaW5n	5Zuz6Z2i44KS5LiK44GS44Gm44CB5b2844Gr44CM5oGl44Ga44GL44GX44GE44CN44KC44Gu5YWo5L2T44KS5LiO44GI44Gf
QW5kIGhlIGp1c3Qgc2FpZCAiSSdtIG5vdCI=	44Go5b2844Gv44Gh44KH44GG44Gp6KiA44Gj44GfICLnp4Hjga/jgarjgYQi
SGUgc2FpZCBoZSB3YXNuJ3QgZ29pbmcgdG8gcHJldGVuZCBoZSBoYWRuJ3QgYmVlbiBsb29raW5n	5b2844Gv5b2844GM6KaL44Gm44GE44Gq44GE44GT44Go44KS5pyb44KT44Gn44GE44Gq44GE44Go6KiA44GE44G+44GX44Gf
SGUgc2FpZCBldmVyeW9uZSBlbHNlIGluIHRoYXQgcm9vbSBkcmV3IGEgc2hhcGU=	5b2844Gv44CB44Gd44Gu6YOo5bGL44Gn44G/44KT44Gq44Gu5b2i44KS5o+P44GE44Gf44Go6KiA44GE44G+44GX44Gf
QW5kIGhlIGRyZXcgbWUsIGJlY2F1c2UgdGhhdHMgd2hhdCBoZSB3YXMgYWN0dWFsbHkgbG9va2luZyBhdA==	5b2844GM5a6f6Zqb44Gr6KaL44Gm44GE44Gf44GT44Go44Gg44Gj44Gf44Gu44Gn44CB5b2844Gv56eB44KS5o+P44GE44Gf
QW5kIHRoZW4gYXNrZWQgaWYgSSB3YW50ZWQgYSBkcmluayBsaWtlIGl0IHdhcyBub3RoaW5n	44GK6YWS44KS6aOy44G/44Gf44GE44Go6IGe44GE44Gm44G/44Gf
SSd2ZSBzcGVudCB0aHJlZSBkYXlzIHRoaW5raW5nIG9mIGhpbSBhcyB0aGUgc3dlZXQgc2h5IG9uZQ==	55SY6L6b44GE44KC44Gu44Go44GX44GmM+aXpeiAg+OBiOOBpuOBhOOBnw==
SGUncyBqdXN0Li4uIG5vdA==	5b2844Gv44Gh44KH44GG44GpLi4u44Gq44GE
SSBzYWlkICJ5b3UgaGFuZGVkIHlvdXIgbnVtYmVyIHRvIGEgbWFycmllZCB3b21hbiI=	44CM57WQ5ama44GX44Gf5aWz5oCn44Gr44GC44Gq44Gf44Gu55Wq5Y+344KS5rih44GX44Gf44CN44Go6KiA44GE44G+44GX44Gf
QW5kIGhlIHNhaWQgInlvdSB3ZXJlIHN0aWxsIGhvbGRpbmcgaXQgd2hlbiB5b3UgbGVmdCI=	44Gd44GX44Gm44CB5b2844Gv6KiA44Gj44Gf44CC44CM44GC44Gq44Gf44GM44Gf44GM5Y6744Gj44Gf44Go44GN44CB44G+44Gg44Gd44KM44KS5L+d5oyB44GX44Gm44GE44Gf44CN
QmFkbHkgYmFiZS4gVmVyeSBiYWRseS4gSW4gdGhlIGdvb2Qgd2F5Lg==	5Y+v5oSb44GE5Lq644CCIOOBqOOBpuOCguaCquOBhOOBp+OBmeOAgiDoia/jgYTmlrnms5XjgafjgII=
T2theSBJIGhhdmUgdG8gdGVsbCB5b3Ugc29tZXRoaW5nIGFuZCB5b3UgaGF2ZSB0byBiZSBub3JtYWwgYWJvdXQgaXQ=	56eB44Gv5L2V44GL44KS5pWZ44GI44Gm44CB44GC44Gq44Gf44Gv44Gd44KM44Gr44Gk44GE44Gm5q2j5bi444Gn44GC44KL5b+F6KaB44GM44GC44KK44G+44GZ
SGUgc2F0IGRvd24gb24gdGhlIGFybSBvZiB0aGUgY2hhaXIgbmV4dCB0byBtZQ==	5b2844Gv56eB44Gu6Zqj44Gr5qSF5a2Q44Gu6IWV44Gr5bqn44Gj44Gm
QW5kIEkgbG9va2VkLiBJIGRpZCBub3QgbWVhbiB0byBsb29rLiBJIGxvb2tlZC4=	6KaL44G+44GX44Gf44CCIOimi+OBpuOBv+OCi+OBqOOBhOOBhuaEj+WRs+OBp+OBr+OBguOCiuOBvuOBm+OCk+OBp+OBl+OBn+OAgiDopovjgb7jgZfjgZ/jgII=
QmFiZSBoZSdzIGVub3Jtb3Vz	44OZ44Kk44OWIOW9vOOBr+W3qOWkp+OBqg==
VGhhdHMgbm90IG1lIGJlaW5nIGRyYW1hdGljLiBJIGhhdmUgbmV2ZXIgc2VlbiBhbnl0aGluZyBsaWtlIGl0Lg==	44OJ44Op44Oe44OB44OD44Kv44Gn44Gv44Gq44GE44CCIOOBk+OCk+OBquaEn+OBmOOBp+imi+OBn+OBk+OBqOOBjOOBguOCiuOBvuOBm+OCk+OAgg==
SSBzYXQgdGhlcmUgd2l0aCBhIGdsYXNzIG9mIHdpbmUgZG9pbmcgbWF0aHM=	5pWw5a2m44KS44KE44Gj44Gm44Ov44Kk44Oz44Gu44Ks44Op44K544Gn44Gd44GT44Gr5bqn44Gj44Gm
